id,_id,ltable_id,rtable_id,ltable_Title,ltable_Authors,ltable_Genres,ltable_Publishing Date,ltable_Pages,ltable_Publisher,ltable_Language,rtable_Title,rtable_Authors,rtable_Genres,rtable_Publishing Date,rtable_Pages,rtable_Publisher,rtable_Language,match
43890,43890,420,1586,Mastered by Love,Stephanie Laurens,Romance:Romance Books:Historical Romance:Historical Romance,11 Jul 2011,544,HarperCollins Publishers (Australia) Pty Ltd,English,Mastered By Love,Stephanie Laurens,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical Romance;Regency Romance,July 28th 2009,434,Avon,English,1
43996,43996,647,1589,The Rosie Project,Graeme Simsion,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Oct 2013,304,SIMON & SCHUSTER,English,Het Rosie Project,Graeme Simsion;Linda Broeder,Fiction;Romance;Contemporary;Humor;Womens Fiction;Chick Lit,October 7th 2013,330,Sijthoff,Dutch,1
44232,44232,1892,1597,Lord Perfect,Loretta Chase,Romance:Romance Books:Historical Romance:Historical Romance:Historical Fiction,25 Jul 2011,293,Penguin Putnam Inc,English,Lord Perfect,Loretta Chase,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical;Historical Fiction,March 7th 2006,304,Berkley Sensation,English,1
44863,44863,1531,1625,A Secret Affair,Mary Balogh,Romance:Romance Books:Historical Romance:Historical Romance,25 Jan 2011,386,Random House USA Inc,English,The Secret Pearl,Mary Balogh,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical Romance;Regency Romance;Historical;Historical Fiction,November 29th 2005,401,Dell,English,0
45168,45168,2445,1634,Nobody's Baby But Mine,Susan Elizabeth Phillips,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,08 Jul 2011,384,HarperCollins Publishers Inc,English,Baby; Don't Go,Susan Andersen,Romance;Romance;Contemporary Romance;Womens Fiction;Chick Lit;Romance;Romantic Suspense,March 25th 2014,357,Avon,None,0
45247,45247,388,1638,Slightly Dangerous,Mary Balogh,Historical Romance:Historical Romance,01 Mar 2005,400,Random House USA Inc,English,Slightly Tempted,Mary Balogh,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical;Historical Fiction;Historical Romance;Regency Romance,January 2004,356,Dell Bantam Random House,English,0
45267,45267,1538,1638,Slightly Sinful,Mary Balogh,Historical Romance:Historical Romance,02 Jul 2004,342,Random House USA Inc,English,Slightly Tempted,Mary Balogh,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical;Historical Fiction;Historical Romance;Regency Romance,January 2004,356,Dell Bantam Random House,English,0
45270,45270,1557,1638,Slightly Wicked,Mary Balogh,Historical Romance:Historical Romance,29 Apr 2003,342,Bantam Doubleday Dell Publishing Group Inc,English,Slightly Tempted,Mary Balogh,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical;Historical Fiction;Historical Romance;Regency Romance,January 2004,356,Dell Bantam Random House,English,0
45277,45277,1618,1638,Slighty Tempted,Mary Balogh,Historical Romance:Historical Romance,30 Dec 2003,256,Bantam Doubleday Dell Publishing Group Inc,English,Slightly Tempted,Mary Balogh,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical;Historical Fiction;Historical Romance;Regency Romance,January 2004,356,Dell Bantam Random House,English,1
45404,45404,1461,1647,Dragon Actually,G. A. Aiken,Adventure Books:Romance:Romance Books,01 Sep 2008,352,Kensington Publishing,English,Dragon Actually,G.A. Aiken,Fantasy;Romance;Fantasy;Dragons;Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Shapeshifters,September 1st 2008,336,Zebra,English,1
45446,45446,1538,1649,Slightly Sinful,Mary Balogh,Historical Romance:Historical Romance,02 Jul 2004,342,Random House USA Inc,English,Slightly Scandalous,Mary Balogh,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical;Historical Fiction,October 2011,374,Dell Random House,English,0
45449,45449,1557,1649,Slightly Wicked,Mary Balogh,Historical Romance:Historical Romance,29 Apr 2003,342,Bantam Doubleday Dell Publishing Group Inc,English,Slightly Scandalous,Mary Balogh,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical;Historical Fiction,October 2011,374,Dell Random House,English,0
45611,45611,1106,1654,Ashes of Midnight,Lara Adrian,Fiction Books:Fantasy:Fantasy Books:Romance:Romance Books,07 Dec 2010,353,Random House USA Inc,English,Marked by Midnight,Lara Adrian,Fantasy;Paranormal;Romance;Paranormal Romance;Paranormal;Vampires;Romance,June 30th 2014,146,Lara Adrian; LLC,English,0
45797,45797,1991,1665,One Night of Sin,Gaelen Foley,Romance:Romance Books:Historical Romance:Historical Romance,23 Dec 2005,408,Random House USA Inc,English,One Night of Sin,Gaelen Foley,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical Romance;Regency Romance,May 31st 2005,471,Ivy Books,,1
46036,46036,246,1675,First Drop of Crimson,Jeaniene Frost,Romance:Romance Books,01 Aug 2012,369,HarperCollins Publishers Inc,English,First Drop of Crimson,Jeaniene Frost,Paranormal;Vampires;Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Fantasy;Urban Fantasy;Fantasy,February 9th 2010,371,Avon Books,English,1
46046,46046,111,1676,Beautiful Bastard,Christina Lauren,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,02 Dec 2013,320,SIMON & SCHUSTER,English,Beautiful Broken Rules,Kimberly Lauren,New Adult;Romance;Academic;College;Contemporary;Romance;Contemporary Romance,May 14th 2013,225,,None,0
46054,46054,2423,1676,Beautiful Boss,Christina Lauren,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Mar 2016,144,SIMON & SCHUSTER,English,Beautiful Broken Rules,Kimberly Lauren,New Adult;Romance;Academic;College;Contemporary;Romance;Contemporary Romance,May 14th 2013,225,,None,0
46083,46083,1156,1676,Beautiful Secret,Christina Lauren,Contemporary Fiction:Thriller Books:Thrillers:Adult & Contemporary Romance:Adult & Contemporary Romance,14 Apr 2015,400,SIMON & SCHUSTER,English,Beautiful Broken Rules,Kimberly Lauren,New Adult;Romance;Academic;College;Contemporary;Romance;Contemporary Romance,May 14th 2013,225,,None,0
46091,46091,3357,1676,Beautiful Bastard. Un tipo odioso: Serie Beautiful Bastard 1,Christina Lauren,Erotic Fiction:Romance:Romance Books,03 Jun 2014,272,DEBOLSILLO,Spanish,Beautiful Broken Rules,Kimberly Lauren,New Adult;Romance;Academic;College;Contemporary;Romance;Contemporary Romance,May 14th 2013,225,,None,0
46099,46099,3550,1676,Beautiful player : Un Seductor Irresistible / an Irresistible Seducer,Christina Lauren,Erotic Fiction:Romance:Romance Books,03 Jun 2014,400,DEBOLSILLO,Spanish,Beautiful Broken Rules,Kimberly Lauren,New Adult;Romance;Academic;College;Contemporary;Romance;Contemporary Romance,May 14th 2013,225,,None,0
46136,46136,1014,1678,On the Edge,Ilona Andrews,Fantasy:Fantasy Books:Romance:Romance Books,22 Jul 2011,326,Penguin Putnam Inc,English,On the Edge,Ilona Andrews,Fantasy;Urban Fantasy;Fantasy;Romance;Fantasy;Paranormal;Romance;Paranormal Romance;Fantasy;Magic,October 2009,309,Ace,English,1
46163,46163,1646,1681,Kiss of Steel,Bec Mcmaster,Contemporary Fiction:Horror:Horror:Romance:Romance Books:Historical Romance:Historical Romance,01 Dec 2012,439,Sourcebooks Inc,English,Kiss of Steel,Bec McMaster,Science Fiction;Steampunk;Romance;Fantasy;Paranormal;Paranormal;Vampires;Fantasy;Romance;Paranormal Romance;Fantasy;Urban Fantasy,September 4th 2012,448,Sourcebooks Casablanca,English,1
46265,46265,3423,1687,Lady Chatterley's Lover,D H Lawrence,Classic Books & Novels:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,04 Sep 2013,297,Advantage Publishers Group,English,Lady Chatterley's Lover,D.H. Lawrence;Doris Lessing;Chester Brown,Classics;Fiction;Romance;Literature,October 31st 2006,364,Penguin Classics,English,1
46742,46742,1038,1712,Immortals After Dark #3: Wicked Deeds on a Winter's Night,Kresley Cole,Romance:Romance Books,03 Dec 2007,352,SIMON & SCHUSTER,English,Dark Needs at Night's Edge,Kresley Cole,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Paranormal;Vampires;Fantasy,April 29th 2008,368,Pocket Books,English,0
46830,46830,2913,1715,Baby Proof,Emily Giffin,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,30 Mar 2011,348,St Martin's Press,English,Baby Proof,Emily Giffin,Womens Fiction;Chick Lit;Romance;Fiction,June 13th 2006,340,St. Martin's Press,English,1
47064,47064,1699,1725,Midnight Pleasures,Eloisa James,Historical Romance:Historical Romance,26 Jun 2001,464,Random House (Pty) Ltd South Africa,English,A Kiss at Midnight,Eloisa James,Romance;Romance;Historical Romance;Historical;Historical;Historical Fiction;Fantasy;Fairy Tales;Historical;Regency,July 27th 2010,370,Avon,English,0
47395,47395,604,1735,Maybe Not,Colleen Hoover,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Jan 2016,120,SIMON & SCHUSTER,English,Maybe Not,Colleen Hoover,New Adult;Romance;Contemporary;Novella,November 24th 2014,130,Atria Books,,1
47618,47618,2340,1740,The Marriage Bed,Laura Lee Guhrke,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance,23 Sep 2005,384,HarperCollins Publishers Inc,English,The Reasons For Marriage,Stephanie Laurens,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical Romance;Regency Romance;Fiction;Historical;Historical Fiction,December 25th 2003,298,Mira Books,English,0
47858,47858,3535,1750,Razer's Ride,Jamie Begley,Erotic Fiction,10 Jun 2013,228,Young Ink Press LLC,English,Razer's Ride,Jamie Begley,Romance;Adult Fiction;Erotica,June 8th 2013,229,Young Ink Press; LLC,,1
47896,47896,3201,1752,Nauti Boy,Lora Leigh,Erotic Fiction:Romance:Romance Books,24 Apr 2008,294,Penguin Putnam Inc,English,Nauti Nights,Lora Leigh,Romance;Adult Fiction;Erotica;Romance;Erotic Romance;Romance;Contemporary Romance;Contemporary;Romance;Romantic Suspense,November 1st 2007,344,Berkley HEAT,English,0
48788,48788,80,1807,"The Princess Bride : S. Morgenstern's Classic Tale of True Love and High Adventure; The ""Good Parts"" Version",William Goldman,Classic Books & Novels:Adventure Books:Fantasy:Fantasy Books:Romance:Romance Books:Historical Fiction,06 Feb 2008,456,Harcourt Children's Books,English,Dreams of Love: A Book of Poems and Short Stories,Carla Golian,,April 13th 2013,120,Createspace Independent Publishing Platform,None,0
49832,49832,247,1875,Beautiful Player,Christina Lauren,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,07 Nov 2013,432,SIMON & SCHUSTER,English,Brutally Beautiful,Christine Zolendz,Romance;Dark;Sociology;Abuse;New Adult;Romance;Contemporary Romance;Contemporary,December 26th 2013,316,,,0
49889,49889,3774,1875,Beautiful secret (Un secreto explosivo),Christina Lauren,Erotic Fiction:Romance:Romance Books,21 Jul 2015,357,DEBOLSILLO,Spanish,Brutally Beautiful,Christine Zolendz,Romance;Dark;Sociology;Abuse;New Adult;Romance;Contemporary Romance;Contemporary,December 26th 2013,316,,,0
49926,49926,680,1880,Lost For Words : If you loved THE KEEPER OF LOST THINGS you'll love this,Stephanie Butland,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,20 Apr 2017,368,Zaffre Publishing,English,Tempting Love: Haley & Eddie,Melanie Shawn,Romance;Romance;Contemporary Romance;Contemporary,April 2nd 2014,250,Red Hot Reads Publishing,,0
51176,51176,3621,1958,A Darker Place : A Novel,Laurie R. King,Contemporary Fiction:Crime:Crime Fiction:Thriller Books:Thrillers:Adventure Books,01 Jan 2000,477,Bantam Doubleday Dell Publishing Group Inc,English,Darker Shades of Obsession,J.R.  King,Dark;Adult Fiction;Erotica;Erotica;Bdsm;Romance;Erotic Romance,December 31st 2014,674,Amazon Digital Services,,0
51704,51704,2587,2001,Jemima J.,Jane Green,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,06 Aug 1998,464,Penguin Books Ltd,English,Jemima J,Jane Green,Womens Fiction;Chick Lit;Romance;Fiction;Adult,June 5th 2001,373,Broadway Books,English,1
52000,52000,2841,2023,Forever with You,Jennifer L. Armentrout,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,29 Sep 2015,384,HarperCollins Publishers Inc,English,Atlantis On the Shores of Forever,Jennifer McKeithen,Fantasy;Historical;Historical Fiction,September 29th 2015,392,Createspace Independent Publishing Platform,,0
53364,53364,3229,2123,Pideme lo que quieras o déjame: SERIE PIDEME LO QUE QUIERAS 3,Megan Maxwell,Erotic Fiction:Romance:Romance Books,01 Jul 2014,416,Booket,Spanish,One To See Me (The ONE Series; Part 1; Book 2),Alicia  Maxwell,,November 2nd 2017,185,Alicia Maxwell,None,0
53375,53375,34,2126,I'll Give You the Sun,Jandy Nelson,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance:Children's General Story Books:Family,02 Apr 2015,432,Walker Books Ltd,English,I'll Give You the Sun,Jandy Nelson,Young Adult;Contemporary;Lgbt;Romance;Fiction,September 16th 2014,384,Dial Books,English,1
53641,53641,3603,2155,A Dangerous Thing : The Adrien English Mysteries,Josh Lanyon,Contemporary Fiction:Crime:Crime Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,14 May 2012,None,Just Joshin,English,Fatal Shadows / A Dangerous Thing,Josh Lanyon,Romance;M M Romance;Mystery;Contemporary;Romance,May 8th 2007,290,Loose Id,English,0
54491,54491,3638,2191,Letters to Penthouse: Letters To Penthouse Xxxv Naughty Pleasure Parties Exposed XXXV,Editors of Penthouse,Erotic Fiction,01 Sep 2009,304,Little Brown & Company,English,Stately Pleasures,Lucy Felthouse,Adult Fiction;Erotica;Erotica;Menage;Erotica;Bdsm;Romance;Romance;Erotic Romance,January 16th 2014,200,Xcite Books,None,0
54689,54689,2113,2207,The Untamed Bride : Number 1 in series,Stephanie Laurens,Historical Romance:Historical Romance:Historical Fiction,27 Nov 2009,368,Little Brown Book Group,English,The Untamed Bride,Stephanie Laurens,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical Romance;Regency Romance,October 27th 2009,356,Avon,,1
55072,55072,3424,2221,Yes Ma'am : Erotic Stories of Male Submission,Rachel Kramer Bussel,Erotic Fiction:Short Story Books,06 Mar 2008,208,Cleis Press,English,Possession of My Soul,Kia Carrington-Russell,Fantasy;Romance;Young Adult;Fantasy;Paranormal,May 15th 2014,230,Crystal Publishing,English,0
55598,55598,2183,2263,A Lady of Expectations and Other Stories,Stephanie Laurens,Historical Romance:Historical Romance,23 Oct 2012,440,HarperCollins Publishers,English,A Tale of Struggle; Success; and Love (Erotic Spanking stories #1),Stephanie Rose,,March 4th 2015,None,Darkness series,None,0
55646,55646,1833,2263,The Taming of Ryder Cavanaugh : Number 5 in series,Stephanie Laurens,Romance:Romance Books:Historical Romance:Historical Romance:Historical Fiction,25 Jun 2013,448,Little Brown Book Group,English,A Tale of Struggle; Success; and Love (Erotic Spanking stories #1),Stephanie Rose,,March 4th 2015,None,Darkness series,None,0
55669,55669,1549,2263,The Truth About Love,Stephanie Laurens,Historical Romance:Historical Romance,12 Feb 2007,430,HarperCollins Publishers Inc,English,A Tale of Struggle; Success; and Love (Erotic Spanking stories #1),Stephanie Rose,,March 4th 2015,None,Darkness series,None,0
55686,55686,1839,2263,The Edge Of Desire : Number 7 in series,Stephanie Laurens,Historical Romance:Historical Romance,05 Aug 2010,480,Little Brown Book Group,English,A Tale of Struggle; Success; and Love (Erotic Spanking stories #1),Stephanie Rose,,March 4th 2015,None,Darkness series,None,0
56348,56348,1942,2290,Mastered By Love : Number 8 in series,Stephanie Laurens,Historical Romance:Historical Romance,06 Aug 2009,448,Little Brown Book Group,English,Twisted Love,R.C. Stephens,New Adult;Romance,May 31st 2015,322,,None,0
56495,56495,1539,2302,Storm and Silence,Robert Thier,Adventure Books:Romance:Romance Books:Historical Romance:Historical Romance,19 Mar 2016,596,Robert Thier,English,In the Eye of the Storm,Robert Thier,Romance;Historical;Romance;Historical Romance;Historical;Historical Fiction;Adventure,,None,Wattpad,None,0
56710,56710,2468,2322,Wedding Night,Sophie Kinsella,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,27 Feb 2014,464,Transworld Publishers Ltd,English,Wedding Night,Sophie Kinsella,Womens Fiction;Chick Lit;Romance;Fiction;Contemporary;Humor;Adult;Audiobook;Romance;Contemporary Romance;Adult Fiction;Humor;Funny,May 13th 2014,464,Dial Press,English,1
57882,57882,1863,2374,The White Princess,Philippa Gregory,Contemporary Fiction:Thriller Books:Thrillers:Historical Romance:Historical Romance:Historical Fiction,28 Mar 2017,624,POCKET BOOKS,English,The Constant Princess,Philippa Gregory,Historical;Historical Fiction;Historical;Fiction;Romance,December 6th 2005,416,Touchstone,,0
58203,58203,369,2389,This Duchess of Mine,Eloisa James,Historical Romance:Historical Romance,08 Jul 2011,372,HarperCollins Publishers Inc,English,The Ugly Duchess,Eloisa James,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency;Fantasy;Fairy Tales;Historical Romance;Regency Romance,August 28th 2012,334,Avon,English,0
58245,58245,2036,2389,My American Duchess,Eloisa James,Historical Romance:Historical Romance,26 Jan 2016,432,AVON BOOKS,English,The Ugly Duchess,Eloisa James,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency;Fantasy;Fairy Tales;Historical Romance;Regency Romance,August 28th 2012,334,Avon,English,0
59145,59145,2496,2434,After We Collided,Anna Todd,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,13 Mar 2015,688,SIMON & SCHUSTER,English,After We Fell,Anna Todd,Romance;New Adult;Contemporary,December 30th 2014,848,Gallery Books,English,0
59148,59148,2557,2434,After We Fell,Anna Todd,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,13 Mar 2015,848,SIMON & SCHUSTER,English,After We Fell,Anna Todd,Romance;New Adult;Contemporary,December 30th 2014,848,Gallery Books,English,1
59164,59164,3063,2435,Falling,Jane Green,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,15 Jun 2017,432,Pan MacMillan,English,Falling For Love,Vicki Green,,,None,Entertwine Publishing,,0
59336,59336,445,2442,A Secret Love,Stephanie Laurens,Romance:Romance Books:Historical Romance:Historical Romance:Historical Fiction,27 Sep 2000,374,HarperCollins Publishers Inc,English,Bitter Sweet Love,R.C. Stephens,New Adult;Romance;Romance;Contemporary Romance,January 18th 2015,353,CreateSpace,English,0
60071,60071,195,2490,Me Before You,Jojo Moyes,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,29 Apr 2014,369,Penguin Books,English,Me Before You,Jojo Moyes,Romance;Fiction;Audiobook,January 5th 2012,481,Michael Joseph (UK),English,1
60101,60101,2963,2492,The Highlander Next Door,Janet Chapman,Contemporary Fiction:Horror:Horror:Science Fiction:Science Fiction:Fantasy:Fantasy Books:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,26 Aug 2014,417,Jove Books,English,Wedding the Highlander,Janet Chapman,Romance;Science Fiction;Time Travel;Fantasy;Paranormal;Romance;Paranormal Romance;Romance;Historical Romance,April 30th 2006,517,Thorndike Press,English,0
61019,61019,270,2575,Succubus Blues,Richelle Mead,Contemporary Fiction:Fantasy:Fantasy Books:Romance:Romance Books,05 Aug 2010,384,Kensington Publishing,English,Succubus Shadows,Richelle Mead,Fantasy;Urban Fantasy;Fantasy;Paranormal;Fantasy;Romance;Romance;Paranormal Romance;Paranormal;Demons;Paranormal;Vampires,March 30th 2010,281,Kensington,English,0
61476,61476,3492,2588,THE 1950s SPANKING CHRONICLES : TRUE SPANKING STORIES FROM THE FIFTIES VOLUME 1: True Accounts from the Nineteen-Fifties the Golden Age of Spanking: Erotic Spanking Discipline Spanking Punishment Spanking Corporal Punishment Domestic Discipline OTK,Sasha Cave,Erotic Fiction,10 Nov 2011,188,Lincoln Publishing Inc,English,Walking Back to Georgia: Guitar Face Series Book 3,Sasha Marshall;Meghan Glass,Romance;Epic,June 26th 2015,318,,,0
61662,61662,1021,2599,You Had Me At Hello,Mhairi McFarlane,Contemporary Fiction:Romance:Romance Books,18 Aug 2015,464,HarperCollins Publishers,English,You Had Me At Hello,Mhairi McFarlane,Womens Fiction;Chick Lit;Romance;Contemporary;Fiction;Adult,December 6th 2012,436,Avon,English,1
62003,62003,2220,2616,Viking in Love,Sandra Hill,Historical Romance:Historical Romance,05 Sep 2011,390,HarperCollins Publishers Inc,English,My Love Lies Bleeding,Alyxandra Harvey,Paranormal;Vampires;Young Adult;Fantasy;Paranormal;Romance;Fantasy,January 1st 2010,248,Bloomsbury Publishing,English,0
63037,63037,1073,2680,Taken by Midnight : A Midnight Breed Novel,Lara Adrian,Horror:Horror:Romance:Romance Books,28 Sep 2010,400,Random House USA Inc,English,Once Upon a Midnight,Nora Roberts;Jill Gregory;Ruth Ryan Langan;Marianne Willman,Romance;Anthologies;Romance;Paranormal Romance;Fiction,September 30th 2003,407,Jove Books,English,0
63146,63146,3058,2680,Midnight Bayou,Nora Roberts,Contemporary Fiction:Thriller Books:Thrillers:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Dec 2002,368,Penguin Putnam Inc,English,Once Upon a Midnight,Nora Roberts;Jill Gregory;Ruth Ryan Langan;Marianne Willman,Romance;Anthologies;Romance;Paranormal Romance;Fiction,September 30th 2003,407,Jove Books,English,0
63352,63352,491,2691,Ten Things I Love About You,Julia Quinn,Historical Romance:Historical Romance:Historical Fiction,08 Jun 2010,384,Little Brown Book Group,English,Ten Things I Love About You,Julia Quinn,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical;Historical Fiction,May 25th 2010,377,Avon,English,1
63880,63880,1042,2715,Heart of the Sea,Nora Roberts,Contemporary Fiction:Horror:Horror:Romance:Romance Books,05 Dec 2000,384,Penguin Putnam Inc,English,Heart of the Sea,Nora Roberts,Romance;Contemporary Romance;Fiction;Fantasy;Romance,December 5th 2000,369,Berkley Books,English,1
63952,63952,1025,2716,Immortals After Dark #6: Kiss of a Demon King,Kresley Cole,Romance:Romance Books,21 Jul 2009,352,SIMON & SCHUSTER,English,Deep Kiss of Winter,Kresley Cole;Gena Showalter,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Paranormal;Vampires;Fantasy,October 13th 2009,426,Pocket Books,English,0
64237,64237,3529,2734,Knight and Play,Kitty French,Erotic Fiction,26 Sep 2013,224,Createspace,English,Knight & Stay,Kitty French,Romance;Adult Fiction;Erotica;Erotica;Bdsm;Romance;Contemporary Romance;Contemporary,May 4th 2013,220,,,0
64507,64507,2173,2749,A Dark Champion,Kinley MacGregor,Contemporary Fiction:Romance:Romance Books:Historical Romance:Historical Romance,29 Aug 2011,384,HarperCollins Publishers Inc,English,A Dark Champion,Kinley MacGregor,Romance;Historical Romance;Romance;Historical;Historical;Medieval,April 27th 2004,373,Avon,English,1
64589,64589,1450,2753,Back to the Bedroom,Janet Evanovich,Adult & Contemporary Romance:Adult & Contemporary Romance,25 Feb 2014,258,HarperCollins Publishers Inc,English,Back to the Bedroom,Janet Evanovich,Romance;Womens Fiction;Chick Lit;Fiction;Humor;Romance;Contemporary Romance;Contemporary,February 25th 2014,234,Harper,English,1
64682,64682,3441,2762,The Juliette Society Book III: the Mismade Girl : The Mismade Girl,Sasha Grey,Erotic Fiction,25 Mar 2018,216,Cleis Press,English,Unbroken: A World War II Gay Story of Survival: (M/M Erotic Romance Mega Bundle) (Gay Experience Book 2),M.R. Grey,,February 24th 2015,None,Gay Experience,None,0
65193,65193,2161,2783,Always a Scoundrel,Suzanne Enoch,Romance:Romance Books:Historical Romance:Historical Romance,06 Jul 2011,384,HarperCollins Publishers Inc,English,Always a Scoundrel,Suzanne Enoch,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical Romance;Regency Romance;Historical;Historical Fiction,April 28th 2009,373,Avon,English,1
66369,66369,344,2863,My American Duchess,Eloisa James,Historical Romance:Historical Romance,26 Jan 2016,416,Little Brown Book Group,English,My American Duchess,Eloisa James;Kate Reading,Romance;Romance;Historical Romance;Historical;Historical;Historical Fiction;Historical;Regency;Fiction,January 26th 2016,12,HarperAudio,English,1
66371,66371,369,2863,This Duchess of Mine,Eloisa James,Historical Romance:Historical Romance,08 Jul 2011,372,HarperCollins Publishers Inc,English,My American Duchess,Eloisa James;Kate Reading,Romance;Romance;Historical Romance;Historical;Historical;Historical Fiction;Historical;Regency;Fiction,January 26th 2016,12,HarperAudio,English,0
66380,66380,1577,2863,Duchess in Love,Eloisa James,Historical Romance:Historical Romance,08 Jul 2011,400,HarperCollins Publishers Inc,English,My American Duchess,Eloisa James;Kate Reading,Romance;Romance;Historical Romance;Historical;Historical;Historical Fiction;Historical;Regency;Fiction,January 26th 2016,12,HarperAudio,English,0
66406,66406,2130,2864,After the Kiss : The Notorious Gentlemen,Suzanne Enoch,Romance:Romance Books:Historical Romance:Historical Romance,08 Jul 2011,384,HarperCollins Publishers Inc,English,After the Kiss,Suzanne Enoch,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical Romance;Regency Romance,June 24th 2008,357,Avon,English,1
66567,66567,189,2869,Beautiful Stranger,Christina Lauren,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,06 Jun 2013,352,SIMON & SCHUSTER,English,Beautiful Torment,Paige Laurens,Romance;New Adult,February 23rd 2015,216,,,0
66586,66586,2423,2869,Beautiful Boss,Christina Lauren,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Mar 2016,144,SIMON & SCHUSTER,English,Beautiful Torment,Paige Laurens,Romance;New Adult,February 23rd 2015,216,,,0
66613,66613,578,2869,Beautiful Beginning,Christina Lauren,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,21 Nov 2013,208,SIMON & SCHUSTER,English,Beautiful Torment,Paige Laurens,Romance;New Adult,February 23rd 2015,216,,,0
66614,66614,596,2869,Beautiful Bombshell,Christina Lauren,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,09 Dec 2013,160,SIMON & SCHUSTER,English,Beautiful Torment,Paige Laurens,Romance;New Adult,February 23rd 2015,216,,,0
66629,66629,1156,2869,Beautiful Secret,Christina Lauren,Contemporary Fiction:Thriller Books:Thrillers:Adult & Contemporary Romance:Adult & Contemporary Romance,14 Apr 2015,400,SIMON & SCHUSTER,English,Beautiful Torment,Paige Laurens,Romance;New Adult,February 23rd 2015,216,,,0
66639,66639,3550,2869,Beautiful player : Un Seductor Irresistible / an Irresistible Seducer,Christina Lauren,Erotic Fiction:Romance:Romance Books,03 Jun 2014,400,DEBOLSILLO,Spanish,Beautiful Torment,Paige Laurens,Romance;New Adult,February 23rd 2015,216,,,0
66877,66877,1354,2878,Vampire Mine,Kerrelyn Sparks,Romance:Romance Books,11 Jul 2011,384,HarperCollins Publishers Inc,English,Vampire Mine,Kerrelyn Sparks,Romance;Paranormal Romance;Paranormal;Vampires;Fantasy;Paranormal;Romance;Paranormal;Angels,March 29th 2011,369,Avon,English,1
66999,66999,2723,2887,Come a Little Bit Closer,Bella Andre,Adult & Contemporary Romance:Adult & Contemporary Romance,25 Feb 2014,376,Mira Books,English,Come A Little Bit Closer,Bella Andre,Romance;Romance;Contemporary Romance;Contemporary;Womens Fiction;Chick Lit,November 28th 2012,400,Smashwords,English,1
