,_id,ltable_id,rtable_id,ltable_Title,ltable_Authors,ltable_Genres,ltable_Publishing Date,ltable_Pages,ltable_Publisher,ltable_Language,rtable_Title,rtable_Authors,rtable_Genres,rtable_Publishing Date,rtable_Pages,rtable_Publisher,rtable_Language
8063,8063,157,235,Deep Kiss of Winter : A Holiday Collection with Bite,Gena Showalter:Kresley Cole,Contemporary Fiction:Fantasy:Fantasy Books:Romance:Romance Books,26 Jan 2011,528,SIMON & SCHUSTER,English,Wicked Deeds on a Winter's Night,Kresley Cole,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Fantasy;Paranormal;Vampires,November 1st 2007,359,Pocket Star,English
8170,8170,1722,240,The Flame and the Flower,Kathleen E. Woodiwiss,Romance:Romance Books:Historical Romance:Historical Romance:Historical Fiction,02 Sep 2011,512,HarperCollins Publishers Inc,English,The Flame and the Flower,Kathleen E. Woodiwiss,Romance;Romance;Historical Romance;Historical;Historical;Historical Fiction;Fiction,April 1972,430,Avon,English
8191,8191,1694,241,The Raven Prince : Number 1 in series,Elizabeth Hoyt,Historical Romance:Historical Romance:Historical Fiction,01 Mar 2007,400,Little Brown & Company,English,The Raven Prince,Elizabeth Hoyt,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency,November 1st 2006,392,Warner Forever,English
8458,8458,313,248,Seduction of a Highland Lass,Maya Banks,Contemporary Fiction:Erotic Fiction:Historical Romance:Historical Romance:Historical Fiction,05 Mar 2015,352,Random House USA Inc,English,Seduction of a Highland Lass,Maya Banks,Romance;Historical Romance;Romance;Historical,September 27th 2011,323,Ballantine Books,English
8468,8468,969,248,Sweet Seduction,Maya Banks,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,19 Nov 2014,297,Penguin Putnam Inc,English,Seduction of a Highland Lass,Maya Banks,Romance;Historical Romance;Romance;Historical,September 27th 2011,323,Ballantine Books,English
8535,8535,2795,249,In Your Dreams,Kristan Higgins,Adult & Contemporary Romance:Adult & Contemporary Romance,30 Sep 2014,469,Harlequin,English,Sweet Dreams,Kristen Ashley,Romance;Romance;Contemporary Romance;Contemporary,April 23rd 2011,562,Amazon Digital Services,
8553,8553,613,250,Kiss of Snow,Nalini Singh,Contemporary Fiction:Horror:Horror:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Nov 2011,448,Penguin Putnam Inc,English,Kiss of Snow,Nalini Singh,Romance;Fantasy;Paranormal;Romance;Paranormal Romance;Fantasy;Fantasy;Urban Fantasy;Paranormal;Shapeshifters;Science Fiction,May 31st 2011,432,Gollancz,English
8620,8620,128,253,Lover Awakened : A Novel of the Black Dagger Brotherhood,J. R. Ward,Crime:Crime Fiction:Romance:Romance Books,25 Jul 2011,464,Penguin Putnam Inc,English,Lover Awakened,J.R. Ward,Fantasy;Paranormal;Romance;Paranormal Romance;Romance;Paranormal;Vampires;Fantasy;Urban Fantasy,September 5th 2006,448,Signet,English
8633,8633,727,253,Lover at Last,J R Ward,Romance:Romance Books,01 Oct 2013,620,Berkley Books,English,Lover Awakened,J.R. Ward,Fantasy;Paranormal;Romance;Paranormal Romance;Romance;Paranormal;Vampires;Fantasy;Urban Fantasy,September 5th 2006,448,Signet,English
8672,8672,258,254,The Lucky One,Nicholas Sparks,Romance:Romance Books,01 Jul 2010,384,Time Warner Trade Publishing,English,The Lucky One,Nicholas Sparks,Romance;Fiction;Womens Fiction;Chick Lit;Contemporary;Adult,August 11th 2009,326,Grand Central Publishing,English
8829,8829,3570,257,Falling Into Us,Jasinda Wilder,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,13 Aug 2013,524,Seth Clarke,English,Falling into You,Jasinda Wilder,Young Adult;Romance;Academic;College;Did Not Finish,March 14th 2013,240,Jasinda Wilder,
9115,9115,1876,266,A Rose in Winter,Kathleen E. Woodiwiss,Romance:Romance Books:Historical Romance:Historical Romance,29 Aug 2011,566,HarperCollins Publishers Inc,English,A Rose in Winter,Kathleen E. Woodiwiss,Romance;Romance;Historical Romance;Historical;Historical;Historical Fiction;Fiction,October 1983,567,Avon Books,English
9252,9252,224,272,The Last Song,Nicholas Sparks,Contemporary Fiction:Romance:Romance Books:Personal Finance,01 Mar 2010,463,Time Warner Trade Publishing,English,The Last Song,Nicholas Sparks,Romance;Fiction;Womens Fiction;Chick Lit;Young Adult;Contemporary,September 8th 2009,390,Grand Central Publishing,English
9422,9422,2748,275,Angels Fall,Nora Roberts,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,05 Jun 2007,464,Berkley Books,English,Angels Fall,Nora Roberts,Romance;Romance;Romantic Suspense;Mystery;Fiction;Romance;Contemporary Romance;Suspense;Contemporary,July 11th 2006,391,Putnam,English
9512,9512,1394,277,Sea Swept,Nora Roberts,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Sagas,25 Jul 2011,352,Penguin Putnam Inc,English,Sea Swept,Nora Roberts,Romance;Romance;Contemporary Romance;Contemporary;Fiction;Womens Fiction;Chick Lit,January 1st 1998,330,Jove Books,English
9824,9824,305,282,Tears of the Moon,Nora Roberts,Contemporary Fiction:Crime:Crime Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance,31 Aug 2000,384,Penguin Putnam Inc,English,Tears of the Moon,Nora Roberts,Romance;Romance;Contemporary Romance;Fiction;Fantasy;Fantasy;Paranormal,July 1st 2000,346,Berkley Books,English
10170,10170,86,290,Lover Unleashed,J R Ward,Romance:Romance Books,01 Nov 2011,548,Penguin Putnam Inc,English,Lover Unleashed,J.R. Ward,Fantasy;Fantasy;Paranormal;Romance;Paranormal Romance;Romance;Fantasy;Urban Fantasy;Paranormal;Vampires,March 29th 2011,512,NAL,English
10174,10174,128,290,Lover Awakened : A Novel of the Black Dagger Brotherhood,J. R. Ward,Crime:Crime Fiction:Romance:Romance Books,25 Jul 2011,464,Penguin Putnam Inc,English,Lover Unleashed,J.R. Ward,Fantasy;Fantasy;Paranormal;Romance;Paranormal Romance;Romance;Fantasy;Urban Fantasy;Paranormal;Vampires,March 29th 2011,512,NAL,English
10175,10175,139,290,Lover Eternal,J. R. Ward,Fantasy:Fantasy Books:Romance:Romance Books,25 Jul 2011,464,Penguin Putnam Inc,English,Lover Unleashed,J.R. Ward,Fantasy;Fantasy;Paranormal;Romance;Paranormal Romance;Romance;Fantasy;Urban Fantasy;Paranormal;Vampires,March 29th 2011,512,NAL,English
10187,10187,727,290,Lover at Last,J R Ward,Romance:Romance Books,01 Oct 2013,620,Berkley Books,English,Lover Unleashed,J.R. Ward,Fantasy;Fantasy;Paranormal;Romance;Paranormal Romance;Romance;Fantasy;Urban Fantasy;Paranormal;Vampires,March 29th 2011,512,NAL,English
10214,10214,3869,290,Amante Liberada #9 / Lover Unleashed #9,JR Ward,Horror:Horror:Erotic Fiction:Romance:Romance Books,27 Dec 2016,606,DEBOLSILLO,Spanish,Lover Unleashed,J.R. Ward,Fantasy;Fantasy;Paranormal;Romance;Paranormal Romance;Romance;Fantasy;Urban Fantasy;Paranormal;Vampires,March 29th 2011,512,NAL,English
10384,10384,391,293,Wilde in Love : The Wildes of Lindow Castle,Eloisa James,Historical Romance:Historical Romance:Historical Fiction,31 Oct 2017,416,AVON BOOKS,English,A Lot like Love,Julie James,Romance;Contemporary Romance;Romance;Contemporary;Womens Fiction;Chick Lit;Adult;Suspense,March 1st 2011,274,Penguin,
10575,10575,212,296,The Darkest Secret,Gena Showalter,Romance:Romance Books,29 Mar 2011,416,HarperCollins Publishers,English,The Darkest Surrender,Gena Showalter,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Paranormal;Demons;Fantasy,September 27th 2011,426,HQN Books,English
10848,10848,304,304,Tempt Me at Twilight,Lisa Kleypas,Historical Romance:Historical Romance,22 Sep 2009,373,St Martin's Press,English,Tempt Me at Twilight,Lisa Kleypas;Rosalyn Landor,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency,September 22nd 2009,373,St. Martin's Paperbacks,English
11027,11027,603,307,The Darkest Whisper,Gena Showalter,Fantasy:Fantasy Books:Adult & Contemporary Romance:Adult & Contemporary Romance,29 Aug 2009,416,HarperCollins Publishers,English,The Darkest Whisper,Gena Showalter,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Paranormal;Demons;Fantasy,September 1st 2009,406,HQN Books,English
11175,11175,111,310,Beautiful Bastard,Christina Lauren,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,02 Dec 2013,320,SIMON & SCHUSTER,English,Beautiful Bastard,Christina Lauren,Romance;Adult Fiction;Erotica;Contemporary;Romance;Contemporary Romance;New Adult;Adult,February 12th 2013,320,Gallery Books,English
11182,11182,249,310,Beautiful Bitch,Christina Lauren,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,07 Sep 2013,160,SIMON & SCHUSTER,English,Beautiful Bastard,Christina Lauren,Romance;Adult Fiction;Erotica;Contemporary;Romance;Contemporary Romance;New Adult;Adult,February 12th 2013,320,Gallery Books,English
11215,11215,596,310,Beautiful Bombshell,Christina Lauren,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,09 Dec 2013,160,SIMON & SCHUSTER,English,Beautiful Bastard,Christina Lauren,Romance;Adult Fiction;Erotica;Contemporary;Romance;Contemporary Romance;New Adult;Adult,February 12th 2013,320,Gallery Books,English
11282,11282,3774,310,Beautiful secret (Un secreto explosivo),Christina Lauren,Erotic Fiction:Romance:Romance Books,21 Jul 2015,357,DEBOLSILLO,Spanish,Beautiful Bastard,Christina Lauren,Romance;Adult Fiction;Erotica;Contemporary;Romance;Contemporary Romance;New Adult;Adult,February 12th 2013,320,Gallery Books,English
11551,11551,80,315,"The Princess Bride : S. Morgenstern's Classic Tale of True Love and High Adventure; The ""Good Parts"" Version",William Goldman,Classic Books & Novels:Adventure Books:Fantasy:Fantasy Books:Romance:Romance Books:Historical Fiction,06 Feb 2008,456,Harcourt Children's Books,English,The Princess Bride,William Goldman,Fantasy;Science Fiction Fantasy;Young Adult,July 15th 2003,398,Ballantine Books (Ballantine Reader's Circle),English
11561,11561,36,316,Darker : Fifty Shades Darker as Told by Christian,E.L. James,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,30 Nov 2017,576,Cornerstone,English,Fifty Shades Freed,E.L. James,Adult Fiction;Erotica;Fiction;Erotica;Bdsm;Adult;Contemporary;Womens Fiction;Chick Lit;Romance;Contemporary Romance;Romance;Romance;Erotic Romance;New Adult,April 17th 2012,579,Vintage Books,English
11569,11569,843,317,Nauti Boy,Lora Leigh,Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,25 Jul 2011,296,Penguin Putnam Inc,English,Nauti Boy,Lora Leigh,Romance;Adult Fiction;Erotica;Romance;Contemporary Romance;Romance;Erotic Romance;Contemporary;Romance;Romantic Suspense,March 1st 2007,294,Heat,English
11602,11602,3138,317,Nauti Nights,Lora Leigh,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,24 Apr 2008,304,Penguin Putnam Inc,English,Nauti Boy,Lora Leigh,Romance;Adult Fiction;Erotica;Romance;Contemporary Romance;Romance;Erotic Romance;Contemporary;Romance;Romantic Suspense,March 1st 2007,294,Heat,English
11937,11937,399,323,Kiss Of The Highlander,Karen Marie Moning,Romance:Romance Books:Historical Romance:Historical Romance,02 Nov 2001,396,Bantam Doubleday Dell Publishing Group Inc,English,Beyond the Highland Mist,Karen Marie Moning,Romance;Science Fiction;Time Travel;Romance;Historical Romance;Romance;Paranormal Romance;Fantasy;Fantasy;Paranormal;Historical,May 29th 2007,375,Dell,English
12366,12366,164,329,The Darkest Seduction,Gena Showalter,Fantasy:Fantasy Books:Romance:Romance Books,21 Feb 2012,384,Harlequin (UK),English,The Darkest Secret,Gena Showalter,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Paranormal;Demons;Fantasy,March 29th 2011,410,HQN Books,English
12370,12370,603,329,The Darkest Whisper,Gena Showalter,Fantasy:Fantasy Books:Adult & Contemporary Romance:Adult & Contemporary Romance,29 Aug 2009,416,HarperCollins Publishers,English,The Darkest Secret,Gena Showalter,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Paranormal;Demons;Fantasy,March 29th 2011,410,HQN Books,English
12374,12374,1061,329,The Darkest Craving,Gena Showalter,Romance:Romance Books,30 Jul 2013,466,Harlequin,English,The Darkest Secret,Gena Showalter,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Paranormal;Demons;Fantasy,March 29th 2011,410,HQN Books,English
12401,12401,2174,333,The Scarlet Pimpernel,Baroness Emmuska Orczy,Classic Books & Novels:Espionage:Espionage:Historical Romance:Historical Romance,08 May 2000,267,Penguin Putnam Inc,English,The Scarlet Pimpernel,Emmuska Orczy,Historical;Historical Fiction;Fiction;Classics;Adventure;Romance;Historical,,204,,English
12499,12499,1301,338,Key of Knowledge,Nora Roberts,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,25 Nov 2003,352,Penguin Putnam Inc,English,Key of Knowledge,Nora Roberts,Romance;Fantasy;Paranormal;Fantasy;Fiction;Romance;Paranormal Romance,November 25th 2003,327,Jove Pubns,English
12506,12506,1390,338,Key of Valor,Nora Roberts,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Jan 2004,340,Penguin Putnam Inc,English,Key of Knowledge,Nora Roberts,Romance;Fantasy;Paranormal;Fantasy;Fiction;Romance;Paranormal Romance,November 25th 2003,327,Jove Pubns,English
12512,12512,1446,338,The Key Trilogy : Key of Light/Key of Knowledge/Key of Valor,Nora Roberts,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,30 Oct 2013,None,Penguin Putnam Inc,English,Key of Knowledge,Nora Roberts,Romance;Fantasy;Paranormal;Fantasy;Fiction;Romance;Paranormal Romance,November 25th 2003,327,Jove Pubns,English
12743,12743,471,347,Where Dreams Begin,Lisa Kleypas,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance,26 Nov 2013,373,HarperCollins Publishers Inc,English,Where Dreams Begin,Lisa Kleypas,Romance;Historical Romance;Romance;Historical;Historical;Regency;Adult,November 26th 2013,373,Avon,English
12780,12780,2533,348,The Marriage Pact : The bestselling thriller for fans of THE COUPLE NEXT DOOR,Michelle Richmond,Contemporary Fiction:Crime:Crime Fiction:Thriller Books:Thrillers:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,13 Feb 2018,496,Penguin Books Ltd,English,The Unbecoming of Mara Dyer,Michelle Hodkin,Young Adult;Fantasy;Paranormal;Fantasy;Romance,September 27th 2011,456,Simon & Schuster Books for Young Readers,
13002,13002,2229,350,The Viscount Who Loved Me,Julia Quinn,Romance:Romance Books:Historical Romance:Historical Romance,11 Aug 2015,378,HarperCollins Publishers Inc,English,The Viscount Who Loved Me,Julia Quinn,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical;Historical Fiction,June 27th 2006,354,Avon,English
13025,13025,1757,352,The Phantom of the Opera,Gaston Leroux:Dr John L Flynn:J R Ward,Classic Books & Novels:Romance:Romance Books:Historical Romance:Historical Romance,05 Oct 2010,271,Penguin Putnam Inc,English,The Phantom of the Opera,Gaston Leroux;Alexander Teixeira de Mattos,Horror;Romance;Mystery;Gothic;Historical;Historical Fiction;Cultural;France;Literature;Fantasy,December 30th 1987,360,Harper Perennial,English
13281,13281,1709,358,Fires of Winter,Johanna Lindsey,Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance,02 Sep 2011,400,HarperCollins Publishers Inc,English,The Winter Sea,Susanna Kearsley,Historical;Historical Fiction;Romance;Fiction;Historical;Science Fiction;Time Travel;Cultural;Scotland;Romance;Historical Romance,,527,Allison &,English
13508,13508,620,365,Losing Hope,Colleen Hoover,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,08 Oct 2013,321,SIMON & SCHUSTER,English,Losing Hope,Colleen Hoover,Romance;New Adult;Young Adult;Contemporary,July 8th 2013,321,Atria Books,
13558,13558,1221,366,Heart of Obsidian,Nalini Singh,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,26 Nov 2013,371,Jove Books,English,Visions of Heat,Nalini Singh,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Fantasy;Paranormal;Shapeshifters;Fantasy;Urban Fantasy,March 6th 2007,332,Berkley Sensation,English
13574,13574,484,367,The Many Sins Of Lord Cameron,Jennifer Ashley,Contemporary Fiction:Romance:Romance Books:Historical Romance:Historical Romance,03 Nov 2011,312,Penguin Putnam Inc,English,The Many Sins of Lord Cameron,Jennifer Ashley,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction,August 2nd 2011,298,Berkley Sensation,English
13580,13580,1518,367,The Madness Of Lord Ian Mackenzie,Jennifer Ashley,Romance:Romance Books:Historical Romance:Historical Romance,03 Nov 2011,328,Penguin Putnam Inc,English,The Many Sins of Lord Cameron,Jennifer Ashley,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction,August 2nd 2011,298,Berkley Sensation,English
13883,13883,2096,379,The Grand Sophy,Georgette Heyer,Contemporary Fiction:Historical Romance:Historical Romance:Historical Fiction,24 Sep 2013,336,Cornerstone,English,The Grand Sophy,Georgette Heyer,Romance;Historical;Historical Fiction;Historical;Romance;Historical Romance;Historical;Regency;Fiction;Classics,June 3rd 2004,328,Arrow,English
14479,14479,2255,397,Married By Morning : Number 4 in series,Lisa Kleypas,Historical Romance:Historical Romance,07 Oct 2010,352,Little Brown Book Group,English,Married By Morning,Lisa Kleypas,Romance;Historical Romance;Historical;Romance;Historical;Historical Fiction;Historical;Regency;Adult,May 25th 2010,341,St. Martin's Paperbacks,English
14564,14564,411,401,If You Dare,Kresley Cole,Contemporary Fiction:Romance:Romance Books:Historical Romance:Historical Romance,17 Mar 2008,384,SIMON & SCHUSTER,English,If You Deceive,Kresley Cole,Romance;Historical Romance;Romance;Historical,May 22nd 2007,356,Pocket,English
15129,15129,151,416,Faefever,Karen Marie Moning,Fantasy:Fantasy Books:Romance:Romance Books,03 Sep 2009,389,Random House USA Inc,English,Faefever,Karen Marie Moning,Fantasy;Urban Fantasy;Fantasy;Paranormal;Fantasy;Fairies;Fae;Romance;Paranormal Romance;Adult,September 16th 2008,327,Delacorte Press,English
15235,15235,1061,422,The Darkest Craving,Gena Showalter,Romance:Romance Books,30 Jul 2013,466,Harlequin,English,The Darkest Seduction,Gena Showalter,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Paranormal;Demons;Fantasy,February 28th 2012,504,HQN Books,English
15453,15453,1651,427,Price of Pleasure,Kresley Cole,Contemporary Fiction:Romance:Romance Books:Historical Romance:Historical Romance,29 Jun 2004,384,Simon & Schuster Ltd,English,Pleasure of a Dark Prince,Kresley Cole,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Fantasy;Paranormal;Vampires,February 16th 2010,431,Pocket Books,English
15503,15503,1538,430,Slightly Sinful,Mary Balogh,Historical Romance:Historical Romance,02 Jul 2004,342,Random House USA Inc,English,Slightly Dangerous,Mary Balogh,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical;Historical Fiction,March 1st 2005,365,Dell,English
15589,15589,197,432,Archangel's Storm,Nalini Singh,Romance:Romance Books,04 Sep 2012,337,Penguin Putnam Inc,English,Angels' Blood,Nalini Singh,Fantasy;Paranormal;Fantasy;Urban Fantasy;Romance;Paranormal Romance;Romance;Paranormal;Angels;Fantasy;Paranormal;Vampires,March 3rd 2009,339,Berkley Sensation,
15590,15590,218,432,Angels' Blood : Book 1,Nalini Singh,Fantasy:Fantasy Books:Romance:Romance Books,11 Feb 2010,368,Orion Publishing Co,English,Angels' Blood,Nalini Singh,Fantasy;Paranormal;Fantasy;Urban Fantasy;Romance;Paranormal Romance;Romance;Paranormal;Angels;Fantasy;Paranormal;Vampires,March 3rd 2009,339,Berkley Sensation,
15593,15593,261,432,Archangel's Viper : Book 10,Nalini Singh,Fantasy:Fantasy Books:Romance:Romance Books,28 Sep 2017,368,Orion Publishing Co,English,Angels' Blood,Nalini Singh,Fantasy;Paranormal;Fantasy;Urban Fantasy;Romance;Paranormal Romance;Romance;Paranormal;Angels;Fantasy;Paranormal;Vampires,March 3rd 2009,339,Berkley Sensation,
15606,15606,1079,432,Archangel's Blade : Book 4,Nalini Singh,Fantasy:Fantasy Books:Romance:Romance Books,08 Sep 2011,320,Orion Publishing Co,English,Angels' Blood,Nalini Singh,Fantasy;Paranormal;Fantasy;Urban Fantasy;Romance;Paranormal Romance;Romance;Paranormal;Angels;Fantasy;Paranormal;Vampires,March 3rd 2009,339,Berkley Sensation,
15608,15608,1089,432,Archangel's Heart : Book 9,Nalini Singh,Fantasy:Fantasy Books:Romance:Romance Books,03 Nov 2016,400,Orion Publishing Co,English,Angels' Blood,Nalini Singh,Fantasy;Paranormal;Fantasy;Urban Fantasy;Romance;Paranormal Romance;Romance;Paranormal;Angels;Fantasy;Paranormal;Vampires,March 3rd 2009,339,Berkley Sensation,
15620,15620,1208,432,Archangel's Shadows : Book 7,Nalini Singh,Fantasy:Fantasy Books:Romance:Romance Books,06 Nov 2014,384,Orion Publishing Co,English,Angels' Blood,Nalini Singh,Fantasy;Paranormal;Fantasy;Urban Fantasy;Romance;Paranormal Romance;Romance;Paranormal;Angels;Fantasy;Paranormal;Vampires,March 3rd 2009,339,Berkley Sensation,
15635,15635,631,433,Dragon Bound : A Novel of the Elder Races,Thea Harrison,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,07 Jul 2011,336,Penguin Putnam Inc,English,Dragon Bound,Thea Harrison,Fantasy;Paranormal;Romance;Paranormal Romance;Romance;Fantasy;Fantasy;Dragons;Fantasy;Urban Fantasy;Paranormal;Shapeshifters,May 3rd 2011,312,Berkley Sensation,English
15658,15658,352,434,Mansfield Park,Jane Austen:Tony Tanner:Kathryn Sutherland,Contemporary Fiction:Classic Books & Novels:Historical Romance:Historical Romance,01 May 2003,544,Penguin Books Ltd,English,Mansfield Park,Jane Austen,Fiction;Romance;Classics;Literature;Historical;Historical Fiction,,560,Penguin,English
15824,15824,1115,440,Veil of Midnight,Lara Adrian,Fantasy:Fantasy Books:Romance:Romance Books,17 Feb 2009,355,Random House USA Inc,English,Midnight Awakening,Lara Adrian,Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Vampires;Romance,November 27th 2007,369,Dell,English
16182,16182,673,461,Something about You,Julie James,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,25 Jul 2011,323,Penguin Putnam Inc,English,About That Night,Julie James,Romance;Romance;Contemporary Romance;Contemporary;Womens Fiction;Chick Lit;Adult,April 3rd 2012,284,Berkley Sensation,English
16317,16317,512,462,When He Was Wicked,Julia Quinn,Historical Romance:Historical Romance,08 Jul 2011,368,HarperCollins Publishers Inc,English,When He Was Wicked,Julia Quinn,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical;Historical Fiction;Historical Romance;Regency Romance,June 29th 2004,368,Avon,English
